"Start.Week","End.Week","State","Condition.Group","Condition","ICD10_codes","Age.Group","Number.of.COVID.19.Deaths"
2020-02-01,2020-11-07,"HI","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",36
2020-02-01,2020-11-07,"HI","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",34
2020-02-01,2020-11-07,"HI","Circulatory diseases","Cardiac arrest","I46","All Ages",34
2020-02-01,2020-11-07,"HI","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",13
2020-02-01,2020-11-07,"HI","Circulatory diseases","Heart failure","I50","All Ages",22
2020-02-01,2020-11-07,"HI","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",13
2020-02-01,2020-11-07,"HI","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",23
2020-02-01,2020-11-07,"HI","Sepsis","Sepsis","A40-A41","All Ages",35
2020-02-01,2020-11-07,"HI","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",13
2020-02-01,2020-11-07,"HI","Diabetes","Diabetes","E10-E14","All Ages",39
2020-02-01,2020-11-07,"HI","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",21
2020-02-01,2020-11-07,"HI","Renal failure","Renal failure","N17-N19","All Ages",37
2020-02-01,2020-11-07,"HI","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",15
2020-02-01,2020-11-07,"HI","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",138
2020-02-01,2020-11-07,"HI","COVID-19","COVID-19","U071","All Ages",277
2020-02-01,2020-11-07,"ID","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",241
2020-02-01,2020-11-07,"ID","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",96
2020-02-01,2020-11-07,"ID","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",74
2020-02-01,2020-11-07,"ID","Respiratory diseases","Respiratory failure","J96","All Ages",261
2020-02-01,2020-11-07,"ID","Respiratory diseases","Respiratory arrest","R09.2","All Ages",13
2020-02-01,2020-11-07,"ID","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",30
2020-02-01,2020-11-07,"ID","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",114
2020-02-01,2020-11-07,"ID","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",69
2020-02-01,2020-11-07,"ID","Circulatory diseases","Cardiac arrest","I46","All Ages",28
2020-02-01,2020-11-07,"ID","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",53
2020-02-01,2020-11-07,"ID","Circulatory diseases","Heart failure","I50","All Ages",71
2020-02-01,2020-11-07,"ID","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",40
2020-02-01,2020-11-07,"ID","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",37
2020-02-01,2020-11-07,"ID","Sepsis","Sepsis","A40-A41","All Ages",46
2020-02-01,2020-11-07,"ID","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",36
2020-02-01,2020-11-07,"ID","Diabetes","Diabetes","E10-E14","All Ages",94
2020-02-01,2020-11-07,"ID","Obesity","Obesity","E65-E68","All Ages",36
2020-02-01,2020-11-07,"ID","Alzheimer disease","Alzheimer disease","G30","All Ages",39
2020-02-01,2020-11-07,"ID","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",88
2020-02-01,2020-11-07,"ID","Renal failure","Renal failure","N17-N19","All Ages",59
2020-02-01,2020-11-07,"ID","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",24
2020-02-01,2020-11-07,"ID","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",446
2020-02-01,2020-11-07,"ID","COVID-19","COVID-19","U071","All Ages",668
2020-02-01,2020-11-07,"IL","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",3758
2020-02-01,2020-11-07,"IL","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",1259
2020-02-01,2020-11-07,"IL","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",376
2020-02-01,2020-11-07,"IL","Respiratory diseases","Respiratory failure","J96","All Ages",2359
2020-02-01,2020-11-07,"IL","Respiratory diseases","Respiratory arrest","R09.2","All Ages",40
2020-02-01,2020-11-07,"IL","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",136
2020-02-01,2020-11-07,"IL","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",4024
2020-02-01,2020-11-07,"IL","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",1209
2020-02-01,2020-11-07,"IL","Circulatory diseases","Cardiac arrest","I46","All Ages",222
2020-02-01,2020-11-07,"IL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",679
2020-02-01,2020-11-07,"IL","Circulatory diseases","Heart failure","I50","All Ages",837
2020-02-01,2020-11-07,"IL","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",390
2020-02-01,2020-11-07,"IL","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",406
2020-02-01,2020-11-07,"IL","Sepsis","Sepsis","A40-A41","All Ages",532
2020-02-01,2020-11-07,"IL","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",432
2020-02-01,2020-11-07,"IL","Diabetes","Diabetes","E10-E14","All Ages",2466
2020-02-01,2020-11-07,"IL","Obesity","Obesity","E65-E68","All Ages",533
2020-02-01,2020-11-07,"IL","Alzheimer disease","Alzheimer disease","G30","All Ages",259
2020-02-01,2020-11-07,"IL","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",942
2020-02-01,2020-11-07,"IL","Renal failure","Renal failure","N17-N19","All Ages",387
2020-02-01,2020-11-07,"IL","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",242
2020-02-01,2020-11-07,"IL","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",3066
2020-02-01,2020-11-07,"IL","COVID-19","COVID-19","U071","All Ages",8748
2020-02-01,2020-11-07,"IN","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",1715
2020-02-01,2020-11-07,"IN","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",576
2020-02-01,2020-11-07,"IN","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",409
2020-02-01,2020-11-07,"IN","Respiratory diseases","Respiratory failure","J96","All Ages",1785
2020-02-01,2020-11-07,"IN","Respiratory diseases","Respiratory arrest","R09.2","All Ages",104
2020-02-01,2020-11-07,"IN","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",231
2020-02-01,2020-11-07,"IN","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",760
2020-02-01,2020-11-07,"IN","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",521
2020-02-01,2020-11-07,"IN","Circulatory diseases","Cardiac arrest","I46","All Ages",268
2020-02-01,2020-11-07,"IN","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",397
2020-02-01,2020-11-07,"IN","Circulatory diseases","Heart failure","I50","All Ages",423
2020-02-01,2020-11-07,"IN","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",284
2020-02-01,2020-11-07,"IN","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",301
2020-02-01,2020-11-07,"IN","Sepsis","Sepsis","A40-A41","All Ages",490
2020-02-01,2020-11-07,"IN","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",229
2020-02-01,2020-11-07,"IN","Diabetes","Diabetes","E10-E14","All Ages",653
2020-02-01,2020-11-07,"IN","Obesity","Obesity","E65-E68","All Ages",118
2020-02-01,2020-11-07,"IN","Alzheimer disease","Alzheimer disease","G30","All Ages",299
2020-02-01,2020-11-07,"IN","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",672
2020-02-01,2020-11-07,"IN","Renal failure","Renal failure","N17-N19","All Ages",507
2020-02-01,2020-11-07,"IN","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",187
2020-02-01,2020-11-07,"IN","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",3149
2020-02-01,2020-11-07,"IN","COVID-19","COVID-19","U071","All Ages",4321
2020-02-01,2020-11-07,"IA","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",521
2020-02-01,2020-11-07,"IA","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",229
2020-02-01,2020-11-07,"IA","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",220
2020-02-01,2020-11-07,"IA","Respiratory diseases","Respiratory failure","J96","All Ages",615
2020-02-01,2020-11-07,"IA","Respiratory diseases","Respiratory arrest","R09.2","All Ages",63
2020-02-01,2020-11-07,"IA","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",76
2020-02-01,2020-11-07,"IA","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",299
2020-02-01,2020-11-07,"IA","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",218
2020-02-01,2020-11-07,"IA","Circulatory diseases","Cardiac arrest","I46","All Ages",87
2020-02-01,2020-11-07,"IA","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",150
2020-02-01,2020-11-07,"IA","Circulatory diseases","Heart failure","I50","All Ages",175
2020-02-01,2020-11-07,"IA","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",71
2020-02-01,2020-11-07,"IA","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",144
2020-02-01,2020-11-07,"IA","Sepsis","Sepsis","A40-A41","All Ages",125
2020-02-01,2020-11-07,"IA","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",91
2020-02-01,2020-11-07,"IA","Diabetes","Diabetes","E10-E14","All Ages",279
2020-02-01,2020-11-07,"IA","Obesity","Obesity","E65-E68","All Ages",79
2020-02-01,2020-11-07,"IA","Alzheimer disease","Alzheimer disease","G30","All Ages",111
2020-02-01,2020-11-07,"IA","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",274
2020-02-01,2020-11-07,"IA","Renal failure","Renal failure","N17-N19","All Ages",151
2020-02-01,2020-11-07,"IA","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",64
2020-02-01,2020-11-07,"IA","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",1177
2020-02-01,2020-11-07,"IA","COVID-19","COVID-19","U071","All Ages",1841
2020-02-01,2020-11-07,"KS","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",429
2020-02-01,2020-11-07,"KS","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",102
2020-02-01,2020-11-07,"KS","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",140
2020-02-01,2020-11-07,"KS","Respiratory diseases","Respiratory failure","J96","All Ages",544
2020-02-01,2020-11-07,"KS","Respiratory diseases","Respiratory arrest","R09.2","All Ages",15
2020-02-01,2020-11-07,"KS","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",54
2020-02-01,2020-11-07,"KS","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",129
2020-02-01,2020-11-07,"KS","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",122
2020-02-01,2020-11-07,"KS","Circulatory diseases","Cardiac arrest","I46","All Ages",119
2020-02-01,2020-11-07,"KS","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",55
2020-02-01,2020-11-07,"KS","Circulatory diseases","Heart failure","I50","All Ages",68
2020-02-01,2020-11-07,"KS","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",46
2020-02-01,2020-11-07,"KS","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",62
2020-02-01,2020-11-07,"KS","Sepsis","Sepsis","A40-A41","All Ages",116
2020-02-01,2020-11-07,"KS","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",58
2020-02-01,2020-11-07,"KS","Diabetes","Diabetes","E10-E14","All Ages",125
2020-02-01,2020-11-07,"KS","Obesity","Obesity","E65-E68","All Ages",33
2020-02-01,2020-11-07,"KS","Alzheimer disease","Alzheimer disease","G30","All Ages",47
2020-02-01,2020-11-07,"KS","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",142
2020-02-01,2020-11-07,"KS","Renal failure","Renal failure","N17-N19","All Ages",105
2020-02-01,2020-11-07,"KS","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",34
2020-02-01,2020-11-07,"KS","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",611
2020-02-01,2020-11-07,"KS","COVID-19","COVID-19","U071","All Ages",1134
2020-02-01,2020-11-07,"KY","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",687
2020-02-01,2020-11-07,"KY","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",190
2020-02-01,2020-11-07,"KY","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",159
2020-02-01,2020-11-07,"KY","Respiratory diseases","Respiratory failure","J96","All Ages",771
2020-02-01,2020-11-07,"KY","Respiratory diseases","Respiratory arrest","R09.2","All Ages",14
2020-02-01,2020-11-07,"KY","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",75
2020-02-01,2020-11-07,"KY","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",298
2020-02-01,2020-11-07,"KY","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",196
2020-02-01,2020-11-07,"KY","Circulatory diseases","Cardiac arrest","I46","All Ages",107
2020-02-01,2020-11-07,"KY","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",156
2020-02-01,2020-11-07,"KY","Circulatory diseases","Heart failure","I50","All Ages",187
2020-02-01,2020-11-07,"KY","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",102
2020-02-01,2020-11-07,"KY","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",100
2020-02-01,2020-11-07,"KY","Sepsis","Sepsis","A40-A41","All Ages",339
2020-02-01,2020-11-07,"KY","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",95
2020-02-01,2020-11-07,"KY","Diabetes","Diabetes","E10-E14","All Ages",317
2020-02-01,2020-11-07,"KY","Obesity","Obesity","E65-E68","All Ages",57
2020-02-01,2020-11-07,"KY","Alzheimer disease","Alzheimer disease","G30","All Ages",68
2020-02-01,2020-11-07,"KY","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",261
2020-02-01,2020-11-07,"KY","Renal failure","Renal failure","N17-N19","All Ages",212
2020-02-01,2020-11-07,"KY","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",112
2020-02-01,2020-11-07,"KY","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",1363
2020-02-01,2020-11-07,"KY","COVID-19","COVID-19","U071","All Ages",1637
2020-02-01,2020-11-07,"LA","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",2456
2020-02-01,2020-11-07,"LA","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",379
2020-02-01,2020-11-07,"LA","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",1318
2020-02-01,2020-11-07,"LA","Respiratory diseases","Respiratory failure","J96","All Ages",1948
2020-02-01,2020-11-07,"LA","Respiratory diseases","Respiratory arrest","R09.2","All Ages",52
2020-02-01,2020-11-07,"LA","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",287
2020-02-01,2020-11-07,"LA","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",1287
2020-02-01,2020-11-07,"LA","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",560
2020-02-01,2020-11-07,"LA","Circulatory diseases","Cardiac arrest","I46","All Ages",321
2020-02-01,2020-11-07,"LA","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",305
2020-02-01,2020-11-07,"LA","Circulatory diseases","Heart failure","I50","All Ages",398
2020-02-01,2020-11-07,"LA","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",295
2020-02-01,2020-11-07,"LA","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",290
2020-02-01,2020-11-07,"LA","Sepsis","Sepsis","A40-A41","All Ages",484
2020-02-01,2020-11-07,"LA","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",209
2020-02-01,2020-11-07,"LA","Diabetes","Diabetes","E10-E14","All Ages",818
2020-02-01,2020-11-07,"LA","Obesity","Obesity","E65-E68","All Ages",194
2020-02-01,2020-11-07,"LA","Alzheimer disease","Alzheimer disease","G30","All Ages",188
2020-02-01,2020-11-07,"LA","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",342
2020-02-01,2020-11-07,"LA","Renal failure","Renal failure","N17-N19","All Ages",405
2020-02-01,2020-11-07,"LA","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",125
2020-02-01,2020-11-07,"LA","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",2402
2020-02-01,2020-11-07,"LA","COVID-19","COVID-19","U071","All Ages",5305
2020-02-01,2020-11-07,"ME","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",32
2020-02-01,2020-11-07,"ME","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",19
2020-02-01,2020-11-07,"ME","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",19
2020-02-01,2020-11-07,"ME","Respiratory diseases","Respiratory failure","J96","All Ages",26
2020-02-01,2020-11-07,"ME","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",23
2020-02-01,2020-11-07,"ME","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",19
2020-02-01,2020-11-07,"ME","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",16
2020-02-01,2020-11-07,"ME","Circulatory diseases","Heart failure","I50","All Ages",20
2020-02-01,2020-11-07,"ME","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",16
2020-02-01,2020-11-07,"ME","Diabetes","Diabetes","E10-E14","All Ages",17
2020-02-01,2020-11-07,"ME","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",33
2020-02-01,2020-11-07,"ME","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",80
2020-02-01,2020-11-07,"ME","COVID-19","COVID-19","U071","All Ages",171
2020-02-01,2020-11-07,"MD","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",1574
2020-02-01,2020-11-07,"MD","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",435
2020-02-01,2020-11-07,"MD","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",498
2020-02-01,2020-11-07,"MD","Respiratory diseases","Respiratory failure","J96","All Ages",1056
2020-02-01,2020-11-07,"MD","Respiratory diseases","Respiratory arrest","R09.2","All Ages",34
2020-02-01,2020-11-07,"MD","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",174
2020-02-01,2020-11-07,"MD","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",1158
2020-02-01,2020-11-07,"MD","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",553
2020-02-01,2020-11-07,"MD","Circulatory diseases","Cardiac arrest","I46","All Ages",171
2020-02-01,2020-11-07,"MD","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",434
2020-02-01,2020-11-07,"MD","Circulatory diseases","Heart failure","I50","All Ages",344
2020-02-01,2020-11-07,"MD","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",377
2020-02-01,2020-11-07,"MD","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",483
2020-02-01,2020-11-07,"MD","Sepsis","Sepsis","A40-A41","All Ages",468
2020-02-01,2020-11-07,"MD","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",268
2020-02-01,2020-11-07,"MD","Diabetes","Diabetes","E10-E14","All Ages",845
2020-02-01,2020-11-07,"MD","Obesity","Obesity","E65-E68","All Ages",181
2020-02-01,2020-11-07,"MD","Alzheimer disease","Alzheimer disease","G30","All Ages",104
2020-02-01,2020-11-07,"MD","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",920
2020-02-01,2020-11-07,"MD","Renal failure","Renal failure","N17-N19","All Ages",620
2020-02-01,2020-11-07,"MD","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",211
2020-02-01,2020-11-07,"MD","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",3130
2020-02-01,2020-11-07,"MD","COVID-19","COVID-19","U071","All Ages",4533
2020-02-01,2020-11-07,"MA","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",2782
2020-02-01,2020-11-07,"MA","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",614
2020-02-01,2020-11-07,"MA","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages",737
2020-02-01,2020-11-07,"MA","Respiratory diseases","Respiratory failure","J96","All Ages",3018
2020-02-01,2020-11-07,"MA","Respiratory diseases","Respiratory arrest","R09.2","All Ages",261
2020-02-01,2020-11-07,"MA","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",356
2020-02-01,2020-11-07,"MA","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",773
2020-02-01,2020-11-07,"MA","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",587
2020-02-01,2020-11-07,"MA","Circulatory diseases","Cardiac arrest","I46","All Ages",940
2020-02-01,2020-11-07,"MA","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",473
2020-02-01,2020-11-07,"MA","Circulatory diseases","Heart failure","I50","All Ages",667
2020-02-01,2020-11-07,"MA","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages",340
2020-02-01,2020-11-07,"MA","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages",395
2020-02-01,2020-11-07,"MA","Sepsis","Sepsis","A40-A41","All Ages",589
2020-02-01,2020-11-07,"MA","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",358
2020-02-01,2020-11-07,"MA","Diabetes","Diabetes","E10-E14","All Ages",688
2020-02-01,2020-11-07,"MA","Obesity","Obesity","E65-E68","All Ages",92
2020-02-01,2020-11-07,"MA","Alzheimer disease","Alzheimer disease","G30","All Ages",296
2020-02-01,2020-11-07,"MA","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",1706
2020-02-01,2020-11-07,"MA","Renal failure","Renal failure","N17-N19","All Ages",762
2020-02-01,2020-11-07,"MA","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",340
