"Start.Week","End.Week","State","Condition.Group","Condition","ICD10_codes","Age.Group","Number.of.COVID.19.Deaths"
2020-02-01,2020-11-07,"ND","Renal failure","Renal failure","N17-N19","All Ages",61
2020-02-01,2020-11-07,"ND","COVID-19","COVID-19","U071","All Ages",526
2020-02-01,2020-11-07,"OH","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",489
2020-02-01,2020-11-07,"OH","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",506
2020-02-01,2020-11-07,"OH","Circulatory diseases","Cardiac arrest","I46","All Ages",388
2020-02-01,2020-11-07,"OH","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",291
2020-02-01,2020-11-07,"OH","Circulatory diseases","Heart failure","I50","All Ages",380
2020-02-01,2020-11-07,"OH","Diabetes","Diabetes","E10-E14","All Ages",561
2020-02-01,2020-11-07,"OH","Obesity","Obesity","E65-E68","All Ages",79
2020-02-01,2020-11-07,"OH","Renal failure","Renal failure","N17-N19","All Ages",405
2020-02-01,2020-11-07,"OH","COVID-19","COVID-19","U071","All Ages",5283
2020-02-01,2020-11-07,"OK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",234
2020-02-01,2020-11-07,"OK","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",247
2020-02-01,2020-11-07,"OK","Circulatory diseases","Cardiac arrest","I46","All Ages",84
2020-02-01,2020-11-07,"OK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",156
2020-02-01,2020-11-07,"OK","Circulatory diseases","Heart failure","I50","All Ages",172
2020-02-01,2020-11-07,"OK","Diabetes","Diabetes","E10-E14","All Ages",387
2020-02-01,2020-11-07,"OK","Obesity","Obesity","E65-E68","All Ages",109
2020-02-01,2020-11-07,"OK","Renal failure","Renal failure","N17-N19","All Ages",148
2020-02-01,2020-11-07,"OK","COVID-19","COVID-19","U071","All Ages",1561
2020-02-01,2020-11-07,"OR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",61
2020-02-01,2020-11-07,"OR","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",64
2020-02-01,2020-11-07,"OR","Circulatory diseases","Cardiac arrest","I46","All Ages",30
2020-02-01,2020-11-07,"OR","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",64
2020-02-01,2020-11-07,"OR","Circulatory diseases","Heart failure","I50","All Ages",64
2020-02-01,2020-11-07,"OR","Diabetes","Diabetes","E10-E14","All Ages",105
2020-02-01,2020-11-07,"OR","Obesity","Obesity","E65-E68","All Ages",34
2020-02-01,2020-11-07,"OR","Renal failure","Renal failure","N17-N19","All Ages",53
2020-02-01,2020-11-07,"OR","COVID-19","COVID-19","U071","All Ages",639
2020-02-01,2020-11-07,"PA","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",824
2020-02-01,2020-11-07,"PA","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",1046
2020-02-01,2020-11-07,"PA","Circulatory diseases","Cardiac arrest","I46","All Ages",525
2020-02-01,2020-11-07,"PA","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",761
2020-02-01,2020-11-07,"PA","Circulatory diseases","Heart failure","I50","All Ages",799
2020-02-01,2020-11-07,"PA","Diabetes","Diabetes","E10-E14","All Ages",1144
2020-02-01,2020-11-07,"PA","Obesity","Obesity","E65-E68","All Ages",206
2020-02-01,2020-11-07,"PA","Renal failure","Renal failure","N17-N19","All Ages",748
2020-02-01,2020-11-07,"PA","COVID-19","COVID-19","U071","All Ages",9140
2020-02-01,2020-11-07,"RI","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",121
2020-02-01,2020-11-07,"RI","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",166
2020-02-01,2020-11-07,"RI","Circulatory diseases","Cardiac arrest","I46","All Ages",102
2020-02-01,2020-11-07,"RI","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",84
2020-02-01,2020-11-07,"RI","Circulatory diseases","Heart failure","I50","All Ages",111
2020-02-01,2020-11-07,"RI","Diabetes","Diabetes","E10-E14","All Ages",123
2020-02-01,2020-11-07,"RI","Obesity","Obesity","E65-E68","All Ages",28
2020-02-01,2020-11-07,"RI","Renal failure","Renal failure","N17-N19","All Ages",121
2020-02-01,2020-11-07,"RI","COVID-19","COVID-19","U071","All Ages",1147
2020-02-01,2020-11-07,"SC","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",367
2020-02-01,2020-11-07,"SC","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",367
2020-02-01,2020-11-07,"SC","Circulatory diseases","Cardiac arrest","I46","All Ages",342
2020-02-01,2020-11-07,"SC","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",384
2020-02-01,2020-11-07,"SC","Circulatory diseases","Heart failure","I50","All Ages",327
2020-02-01,2020-11-07,"SC","Diabetes","Diabetes","E10-E14","All Ages",626
2020-02-01,2020-11-07,"SC","Obesity","Obesity","E65-E68","All Ages",138
2020-02-01,2020-11-07,"SC","Renal failure","Renal failure","N17-N19","All Ages",553
2020-02-01,2020-11-07,"SC","COVID-19","COVID-19","U071","All Ages",3625
2020-02-01,2020-11-07,"SD","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",69
2020-02-01,2020-11-07,"SD","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",55
2020-02-01,2020-11-07,"SD","Circulatory diseases","Cardiac arrest","I46","All Ages",26
2020-02-01,2020-11-07,"SD","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",46
2020-02-01,2020-11-07,"SD","Circulatory diseases","Heart failure","I50","All Ages",63
2020-02-01,2020-11-07,"SD","Diabetes","Diabetes","E10-E14","All Ages",96
2020-02-01,2020-11-07,"SD","Obesity","Obesity","E65-E68","All Ages",20
2020-02-01,2020-11-07,"SD","Renal failure","Renal failure","N17-N19","All Ages",57
2020-02-01,2020-11-07,"SD","COVID-19","COVID-19","U071","All Ages",446
2020-02-01,2020-11-07,"TN","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",315
2020-02-01,2020-11-07,"TN","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",398
2020-02-01,2020-11-07,"TN","Circulatory diseases","Cardiac arrest","I46","All Ages",231
2020-02-01,2020-11-07,"TN","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",224
2020-02-01,2020-11-07,"TN","Circulatory diseases","Heart failure","I50","All Ages",211
2020-02-01,2020-11-07,"TN","Diabetes","Diabetes","E10-E14","All Ages",463
2020-02-01,2020-11-07,"TN","Obesity","Obesity","E65-E68","All Ages",116
2020-02-01,2020-11-07,"TN","Renal failure","Renal failure","N17-N19","All Ages",337
2020-02-01,2020-11-07,"TN","COVID-19","COVID-19","U071","All Ages",3331
2020-02-01,2020-11-07,"TX","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",1313
2020-02-01,2020-11-07,"TX","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",2043
2020-02-01,2020-11-07,"TX","Circulatory diseases","Cardiac arrest","I46","All Ages",1212
2020-02-01,2020-11-07,"TX","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",1397
2020-02-01,2020-11-07,"TX","Circulatory diseases","Heart failure","I50","All Ages",1285
2020-02-01,2020-11-07,"TX","Diabetes","Diabetes","E10-E14","All Ages",3997
2020-02-01,2020-11-07,"TX","Obesity","Obesity","E65-E68","All Ages",1204
2020-02-01,2020-11-07,"TX","Renal failure","Renal failure","N17-N19","All Ages",2754
2020-02-01,2020-11-07,"TX","COVID-19","COVID-19","U071","All Ages",18702
2020-02-01,2020-11-07,"UT","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",45
2020-02-01,2020-11-07,"UT","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",62
2020-02-01,2020-11-07,"UT","Circulatory diseases","Cardiac arrest","I46","All Ages",60
2020-02-01,2020-11-07,"UT","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",34
2020-02-01,2020-11-07,"UT","Circulatory diseases","Heart failure","I50","All Ages",61
2020-02-01,2020-11-07,"UT","Diabetes","Diabetes","E10-E14","All Ages",98
2020-02-01,2020-11-07,"UT","Obesity","Obesity","E65-E68","All Ages",48
2020-02-01,2020-11-07,"UT","Renal failure","Renal failure","N17-N19","All Ages",60
2020-02-01,2020-11-07,"UT","COVID-19","COVID-19","U071","All Ages",625
2020-02-01,2020-11-07,"VT","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",11
2020-02-01,2020-11-07,"VT","Diabetes","Diabetes","E10-E14","All Ages",17
2020-02-01,2020-11-07,"VT","COVID-19","COVID-19","U071","All Ages",62
2020-02-01,2020-11-07,"VA","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",246
2020-02-01,2020-11-07,"VA","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",304
2020-02-01,2020-11-07,"VA","Circulatory diseases","Cardiac arrest","I46","All Ages",144
2020-02-01,2020-11-07,"VA","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",210
2020-02-01,2020-11-07,"VA","Circulatory diseases","Heart failure","I50","All Ages",263
2020-02-01,2020-11-07,"VA","Diabetes","Diabetes","E10-E14","All Ages",353
2020-02-01,2020-11-07,"VA","Obesity","Obesity","E65-E68","All Ages",62
2020-02-01,2020-11-07,"VA","Renal failure","Renal failure","N17-N19","All Ages",352
2020-02-01,2020-11-07,"VA","COVID-19","COVID-19","U071","All Ages",3654
2020-02-01,2020-11-07,"WA","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",246
2020-02-01,2020-11-07,"WA","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",246
2020-02-01,2020-11-07,"WA","Circulatory diseases","Cardiac arrest","I46","All Ages",165
2020-02-01,2020-11-07,"WA","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",192
2020-02-01,2020-11-07,"WA","Circulatory diseases","Heart failure","I50","All Ages",235
2020-02-01,2020-11-07,"WA","Diabetes","Diabetes","E10-E14","All Ages",374
2020-02-01,2020-11-07,"WA","Obesity","Obesity","E65-E68","All Ages",100
2020-02-01,2020-11-07,"WA","Renal failure","Renal failure","N17-N19","All Ages",245
2020-02-01,2020-11-07,"WA","COVID-19","COVID-19","U071","All Ages",2168
2020-02-01,2020-11-07,"WV","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",43
2020-02-01,2020-11-07,"WV","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",57
2020-02-01,2020-11-07,"WV","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",29
2020-02-01,2020-11-07,"WV","Circulatory diseases","Heart failure","I50","All Ages",36
2020-02-01,2020-11-07,"WV","Diabetes","Diabetes","E10-E14","All Ages",55
2020-02-01,2020-11-07,"WV","Renal failure","Renal failure","N17-N19","All Ages",49
2020-02-01,2020-11-07,"WV","COVID-19","COVID-19","U071","All Ages",406
2020-02-01,2020-11-07,"WI","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",307
2020-02-01,2020-11-07,"WI","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",421
2020-02-01,2020-11-07,"WI","Circulatory diseases","Cardiac arrest","I46","All Ages",42
2020-02-01,2020-11-07,"WI","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",171
2020-02-01,2020-11-07,"WI","Circulatory diseases","Heart failure","I50","All Ages",293
2020-02-01,2020-11-07,"WI","Diabetes","Diabetes","E10-E14","All Ages",500
2020-02-01,2020-11-07,"WI","Obesity","Obesity","E65-E68","All Ages",206
2020-02-01,2020-11-07,"WI","Renal failure","Renal failure","N17-N19","All Ages",173
2020-02-01,2020-11-07,"WI","COVID-19","COVID-19","U071","All Ages",2034
2020-02-01,2020-11-07,"WY","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",10
2020-02-01,2020-11-07,"WY","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",14
2020-02-01,2020-11-07,"WY","Diabetes","Diabetes","E10-E14","All Ages",13
2020-02-01,2020-11-07,"WY","COVID-19","COVID-19","U071","All Ages",74
2020-02-01,2020-11-07,"YC","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",1033
2020-02-01,2020-11-07,"YC","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",2030
2020-02-01,2020-11-07,"YC","Circulatory diseases","Cardiac arrest","I46","All Ages",4300
2020-02-01,2020-11-07,"YC","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",550
2020-02-01,2020-11-07,"YC","Circulatory diseases","Heart failure","I50","All Ages",653
2020-02-01,2020-11-07,"YC","Diabetes","Diabetes","E10-E14","All Ages",2960
2020-02-01,2020-11-07,"YC","Obesity","Obesity","E65-E68","All Ages",429
2020-02-01,2020-11-07,"YC","Renal failure","Renal failure","N17-N19","All Ages",735
2020-02-01,2020-11-07,"YC","COVID-19","COVID-19","U071","All Ages",20949
2020-02-01,2020-11-07,"PR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",52
2020-02-01,2020-11-07,"PR","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",58
2020-02-01,2020-11-07,"PR","Circulatory diseases","Cardiac arrest","I46","All Ages",98
2020-02-01,2020-11-07,"PR","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",27
2020-02-01,2020-11-07,"PR","Circulatory diseases","Heart failure","I50","All Ages",57
2020-02-01,2020-11-07,"PR","Diabetes","Diabetes","E10-E14","All Ages",103
2020-02-01,2020-11-07,"PR","Obesity","Obesity","E65-E68","All Ages",26
2020-02-01,2020-11-07,"PR","Renal failure","Renal failure","N17-N19","All Ages",107
2020-02-01,2020-11-07,"PR","COVID-19","COVID-19","U071","All Ages",773
